# date,log_return
1995-01-03,-0.000108868987056
1995-01-04,-0.000636371980543
1995-01-05,-0.00656870193758
1995-01-06,-0.00147002680314
1995-01-09,-0.00539711195197
1995-01-10,0.00113396629242
1995-01-11,-0.00284611702574
1995-01-12,-0.00275862743506
1995-01-13,0.00187319274395
1995-01-16,0.0060584655049
1995-01-17,-0.00668871697917
1995-01-18,0.00170701687085
1995-01-19,-0.0127862220005
1995-01-20,-0.0114622774823
1995-01-23,-0.0404628131288
1995-01-24,0.0106249601673
1995-01-25,0.00161235100285
1995-01-26,0.00485598477246
1995-01-27,7.18934751922e-05
1995-01-30,0.00352023680315
1995-01-31,-0.000255844128153
1995-02-01,0.00669890045739
1995-02-02,0.00112436988655
1995-02-03,0.0112188229801
1995-02-06,0.00619540010895
1995-02-07,-0.00271042831263
1995-02-08,-0.00398311375978
1995-02-09,0.00476982924102
1995-02-10,0.00215494551339
1995-02-13,-0.00347366176946
1995-02-14,-0.00257757848195
1995-02-15,0.00150185116807
1995-02-16,-0.00902353574914
1995-02-17,0.000597638549387
1995-02-20,-0.00379228376034
1995-02-21,0.00290433920354
1995-02-22,-0.00241770043944
1995-02-23,0.00643271384345
1995-02-24,-0.00500468472972
1995-02-27,-0.0122834090764
1995-02-28,0.00335149438521
1995-03-01,0.000591600793202
1995-03-02,0.00268673410949
1995-03-03,-0.00437385136479
1995-03-06,-0.00668759340861
1995-03-07,-0.0116107286494
1995-03-08,-0.00524551508081
1995-03-09,-0.00868176604101
1995-03-10,0.00531756177901
1995-03-13,-0.00337531463886
1995-03-14,0.0061442472774
1995-03-15,0.00450622458613
1995-03-16,0.00189803320578
1995-03-17,-0.00659847216048
1995-03-20,0.00424600324559
1995-03-21,-0.000732542617594
1995-03-22,-0.00546816865344
1995-03-23,-0.00908807700877
1995-03-24,0.0094815398266
1995-03-27,0.00493913381711
1995-03-28,0.00485975947307
1995-03-29,-0.00174740480473
1995-03-30,0.0120035183316
1995-03-31,-0.016208065771
1995-04-03,-0.00487828130737
1995-04-04,0.0120625520149
1995-04-05,0.00405604809005
1995-04-06,-0.000779322141931
1995-04-07,0.00129341851095
1995-04-10,0.00471844509021
1995-04-11,-0.00206599357442
1995-04-12,0.0034179028146
1995-04-13,0.00373229096014
1995-04-14,-0.00211473582476
1995-04-17,-0.00133372290277
1995-04-18,-0.00445715182146
1995-04-19,-0.00268229003009
1995-04-20,0.00498576684146
1995-04-21,0.0090193588691
1995-04-24,0.00154972833541
1995-04-25,-0.000738190698991
1995-04-26,0.00313542334863
1995-04-27,0.00160852257641
1995-04-28,0.00291545383342
1995-05-01,0.000105715953776
1995-05-02,0.00729317279751
1995-05-03,0.00806552530629
1995-05-04,0.00204972519733
1995-05-05,-0.00123504329683
1995-05-08,0.00429925836747
1995-05-09,0.000459215853032
1995-05-10,0.00348405522596
1995-05-11,0.00403049059859
1995-05-12,0.00140616557378
1995-05-15,0.00309975325081
1995-05-16,-0.00263423923936
1995-05-17,-0.00297984679171
1995-05-18,-0.0104717614241
1995-05-19,-0.00805017341075
1995-05-22,0.0105744172711
1995-05-23,0.00545284279333
1995-05-24,0.00516958666184
1995-05-25,-0.0051421669365
1995-05-26,-0.00985347660446
1995-05-29,-0.000442589210895
1995-05-30,0.00195892611828
1995-05-31,0.0047104757795
